,index,0,1
7227,7227,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 101
7228,7228,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 23
7229,7229,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 27
7230,7230,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 32
7231,7231,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 20
7232,7232,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 26
7233,7233,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 30
7234,7234,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7235,7235,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7236,7236,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE
7237,7237,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7238,7238,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7239,7239,,RÜCKLAGEN ENTNAHME MRG-INSTANDHALTUNGSRÜCKLAGE
7240,7240,,RÜCKLAGEN ENTNAHME FEINSTAUBRÜCKLAGE
7241,7241,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7242,7242,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7243,7243,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7244,7244,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7245,7245,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7246,7246,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7247,7247,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7248,7248,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7249,7249,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7250,7250,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7251,7251,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7252,7252,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7253,7253,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7254,7254,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7255,7255,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7256,7256,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7257,7257,,RÜCKERSÄTZE VON AUSGABEN
7258,7258,,RÜCKERSÄTZE VON AUSGABEN
7259,7259,,SONSTIGE EINNAHMEN
7260,7260,,SONSTIGE EINNAHMEN BRANDSCHADEN WURMBRANDGASSE/SCHMIEDGASSE
7261,7261,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER 15% ÖKO-AZ"
7262,7262,,"KAP.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER UMSTELLUNG AUF FERNWÄRME"
7263,7263,,KAP.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN
7264,7264,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7265,7265,,VERRECHNUNGEN ZW.ORD.U.AUSSERORD.HAUSHALT
7266,7266,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7267,7267,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7268,7268,,KOSTENBEITRÄGE (KOSTENERSÄTZE) FÜR SONSTIGE LEISTU
7269,7269,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7270,7270,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7271,7271,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7272,7272,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7273,7273,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7274,7274,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B BAUZINSE
7275,7275,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7276,7276,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7277,7277,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7278,7278,,SONSTIGE EINNAHMEN VERSICHERUNGSRÜCKERSÄTZE
7279,7279,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE
7280,7280,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7281,7281,,KOSTENBEITRÄGE (KOSTENERSÄTZE) FÜR SONSTIGE LEISTU
7282,7282,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7283,7283,,RÜCKERSÄTZE VON AUSGABEN
7284,7284,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7285,7285,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7286,7286,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7287,7287,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7288,7288,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7289,7289,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7290,7290,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7291,7291,,SONSTIGE EINNAHMEN
7292,7292,,INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE
7293,7293,,LEISTUNGSERLÖSE
7294,7294,,LEISTUNGSERLÖSE VERGÜTUNGEN FÜR VERKÖSTIGUNGEN
7295,7295,,LEISTUNGSERLÖSE TAGESZENTRUM
7296,7296,,LEISTUNGSERLÖSE
7297,7297,,LEISTUNGSERLÖSE MARIENSTÜBERL
7298,7298,,LEISTUNGSERLÖSE
7299,7299,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7300,7300,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7301,7301,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7302,7302,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7303,7303,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7304,7304,,SONSTIGE EINNAHMEN
7305,7305,,SONSTIGE EINNAHMEN
7306,7306,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN VERWALTUNGSKOSTENBEITRÄGE
7307,7307,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7308,7308,,SONSTIGE EINNAHMEN
7309,7309,,SONSTIGE EINNAHMEN GUF
7310,7310,,SONSTIGE EINNAHMEN HAFTUNGSPROVISIONEN
7311,7311,,VERÄUSSERUNG VON ALTMATERIAL
7312,7312,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7313,7313,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7314,7314,,ZINSEN
7315,7315,,SONSTIGE EINNAHMEN
7316,7316,,SONSTIGE EINNAHMEN
7317,7317,,SONSTIGE EINNAHMEN GUF
7318,7318,,NEBENANSPRÜCHE SÄUMNISZUSCHLÄGE UND MAHNGEBÜHREN
7319,7319,,NEBENANSPRÜCHE STUNDUNGSZINSEN
7320,7320,,NEBENANSPRÜCHE
7321,7321,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS
7322,7322,,VERÄUSSERUNG VON HANDELSWAREN HUNDEMARKENVERKAUF
7323,7323,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7324,7324,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSÄTZE ANTRAGSGEBÜHREN
7325,7325,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7326,7326,,SONSTIGE EINNAHMEN BEARBEITUNGSGEBÜHREN GERICHTSANTRÄGE
7327,7327,,SONSTIGE EINNAHMEN
7328,7328,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS
7329,7329,,ZINSEN
7330,7330,,RÜCKERSÄTZE VON AUSGABEN
7331,7331,,SONSTIGE EINNAHMEN DISAGIO-BUNDESANTEIL
7332,7332,,SONSTIGE EINNAHMEN
7333,7333,,BETEILIGUNGEN
7334,7334,,DIVIDENDEN UND GEWINNANTEILE VON UNTERNEHMUNGEN
7335,7335,,LFD.TRANSFERZ. VON UNTERNEHMUNGEN (OHNE FINANZUNTE
7336,7336,,GEWINNENTN.D.GEM.V.UNTERNEHMUNGEN U.MARKTBEST.BETR TA 85100
7337,7337,,GEWINNENTN.D.GEM.V.UNTERNEHMUNGEN U.MARKTBEST.BETR TA 89900
7338,7338,,GEWINNENTN.D.GEM.V.UNTERNEHMUNGEN U.MARKTBEST.BETR TA 85310
7339,7339,,GRUNDSTEUER VON DEN LAND- U. FORSTWIRTSCHAFTL. BET
7340,7340,,GRUNDSTEUER VON DEN GRUNDSTÜCKEN
7341,7341,,KOMMUNALSTEUER
7342,7342,,ABGABEN AUF DIE VERÄUSSERUNG VON GETRÄNKEN UND SPE
7343,7343,,LUSTBARKEITSABG.(VERGNÜGUNGSSTEUERN)O.ZWECKWIDM.D.
7344,7344,,ABGABEN FÜR DAS HALTEN VON TIEREN
7345,7345,,ABGABEN VON FREIWILLIGEN FEILBIETUNGEN
7346,7346,,ABG.F.D.GEBR.V.ÖFFENTL.GRUND I.D.GEM. U.D.DARÜBER
7347,7347,,ABG.F.D.GEBR.V.ÖFFENTL.GRUND I.D.GEM. U.D.DARÜBER
7348,7348,,NEBENANSPRÜCHE REF. UNTERNEHMENSABGABEN
7349,7349,,NEBENANSPRÜCHE
7350,7350,,NEBENANSPRÜCHE REF. GRUNDSTEUER
7351,7351,,NEBENANSPRÜCHE STUNDUNGSZINSEN UNTERNEHMENSABGABEN
7352,7352,,NEBENANSPRÜCHE STEUERSTRAFEN (ZWANGSSTRAFEN)
7353,7353,,NEBENANSPRÜCHE STUNDUNGSZINSEN GRUNDSTEUER
7354,7354,,NEBENANSPRÜCHE STEUERSTRAFEN (VERWALTUNGSSTRAFEN)
7355,7355,,NEBENANSPRÜCHE REF. FINANZRECHT
7356,7356,,NEBENANSPRÜCHE STUNDUNGSZINSEN FINANZRECHT
7357,7357,,INTERESSENTENBEITRÄGE V.GRUNDSTÜCKSEIG.-U.ANRAINER
7358,7358,,VERWALTUNGSABGABEN
7359,7359,,VERWALTUNGSABGABEN STANDESAMT
7360,7360,,VERWALTUNGSABGABEN STAATSBÜRGERSCHAFT
7361,7361,,VERWALTUNGSABGABEN FUNDWESEN A2
7362,7362,,VERWALTUNGSABGABEN BAU-U. ANLAGENBEHÖRDE
7363,7363,,VERWALTUNGSABGABEN A5
7364,7364,,VERWALTUNGSABGABEN A2 PARKGEBÜHREN
7365,7365,,VERWALTUNGSABGABEN A7 - GESUNDHEITSAMT
7366,7366,,VERWALTUNGSABGABEN A10/1-PARKGEBÜHREN
7367,7367,,VERWALTUNGSABGABEN A7
7368,7368,,VERWALTUNGSABGABEN PRÄSIDIALAMT
7369,7369,,VERWALTUNGSABGABEN A10/1
7370,7370,,VERWALTUNGSABGABEN A10/2
7371,7371,,VERWALTUNGSABGABEN A10/3
7372,7372,,VERWALTUNGSABGABEN A14
7373,7373,,VERWALTUNGSABGABEN A10/5
7374,7374,,VERWALTUNGSABGABEN A10/6
7375,7375,,VERWALTUNGSABGABEN A17
7376,7376,,VERWALTUNGSABGABEN MELDEWESEN
7377,7377,,VERWALTUNGSABGABEN MARKTWESEN
7378,7378,,VERWALTUNGSABGABEN STADTARCHIV
7379,7379,,VERWALTUNGSABGABEN A23
7380,7380,,VERWALTUNGSABGABEN FUNDAMT
7381,7381,,VERWALTUNGSABGABEN PASSWESEN
7382,7382,,VERWALTUNGSABGABEN WB
7383,7383,,VERWALTUNGSABGABEN STANDESAMT-KASSA
7384,7384,,VERWALTUNGSABGABEN GEWERBEBEREICH
7385,7385,,VERWALTUNGSABGABEN SPIELAPPARATE
7386,7386,,VERWALTUNGSABGABEN FAHRSCHULEN
7387,7387,,VERWALTUNGSABGABEN JAGD
7388,7388,,VERWALTUNGSABGABEN FISCHEREI
7389,7389,,VERWALTUNGSABGABEN EINGETR.PARTNERSCHAFTEN
7390,7390,,VERWALTUNGSABGABEN PRÄSIDIALAMT
7391,7391,,VERWALTUNGSABGABEN A7
7392,7392,,VERWALTUNGSABGABEN A7 - VETERINÄRAMT
7393,7393,,KOMMISSIONSGEBÜHREN
7394,7394,,KOMMISSIONSGEBÜHREN STANDESAMT
7395,7395,,KOMMISSIONSGEBÜHREN BAUBEHÖRDE
7396,7396,,KOMMISSIONSGEBÜHREN A5
7397,7397,,KOMMISSIONSGEBÜHREN A7
7398,7398,,KOMMISSIONSGEBÜHREN A7
7399,7399,,KOMMISSIONSGEBÜHREN A10/1
7400,7400,,KOMMISSIONSGEBÜHREN A10/2
7401,7401,,KOMMISSIONSGEBÜHREN A10/3
7402,7402,,KOMMISSIONSGEBÜHREN A10/5
7403,7403,,KOMMISSIONSGEBÜHREN A17
7404,7404,,KOMMISSIONSGEBÜHREN A23
7405,7405,,KOMMISSIONSGEBÜHREN FAHRSCHULEN
7406,7406,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN PARKGEBÜHRENSTRAFEN
7407,7407,,ERTRAGSANTEILE AN DER SPIELBANKABGABE
7408,7408,,ERTRAGSANTEILE OHNE SPIELBANKABGABE ABGESTUFT
7409,7409,,ERTRAGSANTEILE OHNE SPIELBANKABGABE VORZUGSANTEIL
7410,7410,,ERTRAGSANTEILE OHNE SPIELBANKABGABE GETRÄNKEABGABE-AUSGLEICH
7411,7411,,ERTRAGSANTEILE OHNE SPIELBANKABGABE WERBEABGABE-AUSGLEICH
7412,7412,,ERTRAGSANTEILE OHNE SPIELBANKABGABE VORAUSANTEILE § 11 FAG
7413,7413,,ERTRAGSANTEILE OHNE SPIELBANKABGABE SELBSTTRÄGERSCHAFT
7414,7414,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7415,7415,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7416,7416,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7417,7417,,"KAP.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7418,7418,,"LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN § 20 FAG"
7419,7419,,"LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN § 21 FAG"
7420,7420,,"KAP.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN § 20 FAG"
7421,7421,,"LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN THEATER"
7422,7422,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER PFLEGEFONDS"
7423,7423,,LFD.TRANSFERZAHLUNGEN VON KREDITINSTITUTEN
7424,7424,,INSTANDH. VON GEBÄUDEN GBG
7425,7425,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL LEITLINIEN"
7426,7426,,PERSONEN- UND GÜTERTRANSPORTE LEITLINIEN
7427,7427,,MIETZINSE LEITLINIEN
7428,7428,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN LEITLINIEN
7429,7429,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ZEIT FÜR GRAZ - UMSETZUNG
7430,7430,,ENTGELTE FÜR SONSTIGE LEISTUNGEN LEITLINIEN
7431,7431,,INSTANDH. VON GEBÄUDEN
7432,7432,,PERSONEN- UND GÜTERTRANSPORTE
7433,7433,,GEBÄUDE AMTSHAUS BEHINDERTENMASSNAHMEN
7434,7434,,GEBÄUDE
7435,7435,,INSTANDH. VON GEBÄUDEN GBG
7436,7436,,INSTANDH. VON SONSTIGEN ANLAGEN
7437,7437,,PERSONEN- UND GÜTERTRANSPORTE
7438,7438,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
7439,7439,,ENTGELTE FÜR SONSTIGE LEISTUNGEN HOLDING
7440,7440,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER BAUAMTSGEBÄUDE
7441,7441,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7442,7442,,PERSONEN- UND GÜTERTRANSPORTE FACHBEIRAT
7443,7443,,PERSONEN- UND GÜTERTRANSPORTE
7444,7444,,RECHTSKOSTEN
7445,7445,,BERATUNGSKOSTEN
7446,7446,,MIETZINSE FACHBEIRAT
7447,7447,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN FACHBEIRAT
7448,7448,,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
7449,7449,,ENTGELTE FÜR SONSTIGE LEISTUNGEN SMARTSET
7450,7450,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GUTACHTER + WETTBEWERBE
7451,7451,,ENTGELTE FÜR SONSTIGE LEISTUNGEN FACHBEIRAT
7452,7452,,ENTGELTE FÜR SONSTIGE LEISTUNGEN PIMMS TRANSFER
7453,7453,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
7454,7454,,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
7455,7455,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER GRAZ-BIKE
7456,7456,,KAP.TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
7457,7457,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7458,7458,,ENTGELTE FÜR SONSTIGE LEISTUNGEN URBAN PLUS - DICHTEDIALOG
7459,7459,,ENTGELTE FÜR SONSTIGE LEISTUNGEN EU-PROJEKT SEE PROGRAMM VITO
7460,7460,,HANDELSWAREN
7461,7461,,MIETZINSE
7462,7462,,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
7463,7463,,ENTGELTE FÜR SONSTIGE LEISTUNGEN SOFT POLICIES
7464,7464,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE MOBILITÄTSMANAGEMENT
7465,7465,,AMTSAUSSTATTUNG
7466,7466,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GRUNDLAGENINFORMATION
7467,7467,,ENTGELTE FÜR SONSTIGE LEISTUNGEN BILDFLUG
7468,7468,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GEOINFORMATIONSSYSTEM
7469,7469,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7470,7470,,FAHRZEUGE
7471,7471,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
7472,7472,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
7473,7473,,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW
7474,7474,,GEBÄUDE
7475,7475,,FAHRZEUGE
7476,7476,,FAHRZEUGE HLF
7477,7477,,AMTSAUSSTATTUNG HLF
7478,7478,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS HLF
7479,7479,,KAP.TRANSFERZAHLUNGEN AN SONST.TRÄGER D.ÖFFENTL.RE
7480,7480,,GEBÄUDE
7481,7481,,GEBÄUDE GBG
7482,7482,,FAHRZEUGE
7483,7483,,AMTSAUSSTATTUNG
7484,7484,,AMTSAUSSTATTUNG
7485,7485,,SONDERANLAGEN
7486,7486,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7487,7487,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7488,7488,,INSTANDH. VON GEBÄUDEN
7489,7489,,INSTANDH. VON GEBÄUDEN GBG
7490,7490,,INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN
7491,7491,,INSTANDH. VON SONDERANLAGEN GBG-WERKSTÄTTEN
7492,7492,,INSTANDH. VON SONDERANLAGEN
7493,7493,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7494,7494,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
7495,7495,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER VS VIKTOR KAPLAN
7496,7496,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER MIETEREINBAUTEN
7497,7497,,GEBÄUDE
7498,7498,,GEBÄUDE GBG
7499,7499,,FAHRZEUGE
7500,7500,,AMTSAUSSTATTUNG
7501,7501,,AMTSAUSSTATTUNG GBG
7502,7502,,AMTSAUSSTATTUNG
7503,7503,,SONDERANLAGEN GBG
7504,7504,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7505,7505,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7506,7506,,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN GBG
7507,7507,,INSTANDH. VON GEBÄUDEN
7508,7508,,INSTANDH. VON GEBÄUDEN GBG
7509,7509,,INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN
7510,7510,,INSTANDH. VON SONDERANLAGEN
7511,7511,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7512,7512,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
7513,7513,,AMTSAUSSTATTUNG
7514,7514,,AMTSAUSSTATTUNG PC-AUSSTATTUNG
7515,7515,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7516,7516,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7517,7517,,INSTANDH. VON GEBÄUDEN
7518,7518,,INSTANDH. VON GEBÄUDEN GBG
7519,7519,,INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN
7520,7520,,INSTANDH. VON SONSTIGEN ANLAGEN GBG
7521,7521,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
7522,7522,,FAHRZEUGE
7523,7523,,AMTSAUSSTATTUNG
7524,7524,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7525,7525,,INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN
7526,7526,,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
7527,7527,,GEBÄUDE KIGA FRIEDRICHGASSE
7528,7528,,GEBÄUDE
7529,7529,,GEBÄUDE GBG-WERKSTÄTTEN
7530,7530,,BETRIEBSAUSSTATTUNG
7531,7531,,BETRIEBSAUSSTATTUNG GBG-WERKSTÄTTEN
7532,7532,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG-WERKSTÄTTEN
7533,7533,,INSTANDH. VON GEBÄUDEN GBG
7534,7534,,INSTANDH. VON GEBÄUDEN GBG
7535,7535,,PERSONEN- UND GÜTERTRANSPORTE
7536,7536,,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
7537,7537,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7538,7538,,GEBÄUDE
7539,7539,,GEBÄUDE GBG-WERKSTÄTTEN
7540,7540,,INSTANDH. VON GEBÄUDEN GBG
7541,7541,,GEBÄUDE GBG-WERKSTÄTTEN
7542,7542,,BETRIEBSAUSSTATTUNG
7543,7543,,BETRIEBSAUSSTATTUNG GBG-WERKSTÄTTEN
7544,7544,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
7545,7545,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG-WERKSTÄTTEN
7546,7546,,INSTANDH. VON GEBÄUDEN GBG
7547,7547,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7548,7548,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER
7549,7549,,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW
7550,7550,,ENTGELTE FÜR SONSTIGE LEISTUNGEN
7551,7551,,GEBÄUDE RUDERBOOTSHAUS
7552,7552,,SONDERANLAGEN BEZIRKSSPORTPLÄTZE
7553,7553,,SONDERANLAGEN GBG
7554,7554,,SONDERANLAGEN HOLDING
7555,7555,,SONDERANLAGEN MUCHARGASSE UND AM EICHENGRUND
7556,7556,,"SONDERANLAGEN MUCHARGASSE UND AM EICHENGRUND, GBG"
7557,7557,,"KAP.TRANSFERZAHLUNGEN AN BUND, BUNDESFONDS U. -KAM HIB"
7558,7558,,KAP.TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTER ASKÖ
7559,7559,,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW ATG
7560,7560,,AMTSAUSSTATTUNG
7561,7561,,GEBÄUDE
7562,7562,,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW CHORFESTSPIELE
7563,7563,,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
7564,7564,,SONDERANLAGEN
7565,7565,,AKTIVIERUNGSFÄHIGE RECHTE VORBEREITUNG EU-PROGRAMME
7566,7566,,AKTIVIERUNGSFÄHIGE RECHTE EU-PROJEKT CITY REGIONS
7567,7567,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS VORBEREITUNG EU-PROGRAMME
7568,7568,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS URBAN PLUS TECHNISCHE HILFE
7569,7569,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS SMART CITIES
7570,7570,,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS EU-PROJEKT RURBANCE
7571,7571,,HANDELSWAREN WELTKULTURERBE
7572,7572,,HANDELSWAREN VORBEREITUNG EU-PROGRAMME
7573,7573,,HANDELSWAREN EU-PROJEKT RURBANCE
7574,7574,,HANDELSWAREN CIVITAS CATALIST
7575,7575,,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL VORBEREITUNG EU-PROGRAMME"
7576,7576,,DRUCKWERKE URBAN PLUS TECHNISCHE HILFE
7577,7577,,PERSONEN- UND GÜTERTRANSPORTE VORBEREITUNG EU-PROGRAMME
7578,7578,,"PERSONEN- UND GÜTERTRANSPORTE VORBEREITUNG EU-PROGRAMME, HOLDING"
